name,city,code,day of week,start time hour,start time minute,endhour,endminute
Tacos Tequila Whiskey,Denver,,4,11,00,22,00
Tacos Tequila Whiskey,Denver,,5,11,00,22,00
Tacos Tequila Whiskey,Denver,,6,11,00,21,00
Tacos Tequila  Whiskey,Denver,,0,15,00,22,00
Tacos Tequila  Whiskey,Denver,,1,11,00,22,00
Tacos Tequila  Whiskey,Denver,,2,11,00,22,00
Tacos Tequila  Whiskey,Denver,,3,11,00,22,00
Tacos Tequila  Whiskey,Denver,,4,11,00,22,00
Tacos Tequila  Whiskey,Denver,,5,11,00,22,00
Tacos Tequila  Whiskey,Denver,,6,11,00,21,00
Tacos Tierra Caliente,Houston,,0,08,30,23,00
Tacos Tierra Caliente,Houston,,1,08,30,23,00
Tacos Tierra Caliente,Houston,,2,08,30,23,00
Tacos Tierra Caliente,Houston,,3,08,30,23,00
Tacos Tierra Caliente,Houston,,4,08,30,23,00
Tacos Tierra Caliente,Houston,,5,08,30,22,30
Tacos Tierra Caliente,Houston,,6,08,30,22,00
Tacuba Hell's Kitchen Cantina Mexicana,New York,,0,11,30,23,00
Tacuba Hell's Kitchen Cantina Mexicana,New York,,1,11,30,23,00
Tacuba Hell's Kitchen Cantina Mexicana,New York,,2,11,30,23,00
Tacuba Hell's Kitchen Cantina Mexicana,New York,,3,11,30,23,00
Tacuba Hell's Kitchen Cantina Mexicana,New York,,4,11,30,00,00
Tacuba Hell's Kitchen Cantina Mexicana,New York,,5,11,30,00,00
Tacuba Hell's Kitchen Cantina Mexicana,New York,,6,11,30,23,00
Tadich Grill,Washington,,0,11,30,22,00
Tadich Grill,Washington,,1,11,30,22,00
Tadich Grill,Washington,,2,11,30,22,00
Tadich Grill,Washington,,3,11,30,22,00
Tadich Grill,Washington,,4,11,30,23,00
Tadich Grill,Washington,,5,11,30,23,00
Tadka Boom!,Melbourne,,0,10,30,15,00
Tadka Boom!,Melbourne,,1,10,30,15,00
Tadka Boom!,Melbourne,,2,10,30,15,00
Tadka Boom!,Melbourne,,3,10,30,15,00
Tadka Boom!,Melbourne,,4,10,30,15,00
TAG Burger Bar,Denver,,0,11,00,22,00
TAG Burger Bar,Denver,,1,11,00,22,00
TAG Burger Bar,Denver,,2,11,00,22,00
TAG Burger Bar,Denver,,3,11,00,22,00
TAG Burger Bar,Denver,,4,11,00,23,00
TAG Burger Bar,Denver,,5,10,00,23,00
TAG Burger Bar,Denver,,6,10,00,22,00
Tahini Lebanese Diner,Melbourne,,0,07,00,15,30
Tahini Lebanese Diner,Melbourne,,1,07,00,15,30
Tahini Lebanese Diner,Melbourne,,2,07,00,15,30
Tahini Lebanese Diner,Melbourne,,3,07,00,21,00
Tahini Lebanese Diner,Melbourne,,4,07,00,21,00
Tai Kee Won Ton,San Jose,,0,10,30,14,30
Tai Kee Won Ton,San Jose,,1,10,30,14,30
Tai Kee Won Ton,San Jose,,1,17,00,21,00
Tai Kee Won Ton,San Jose,,2,10,30,14,30
Tai Kee Won Ton,San Jose,,2,17,00,21,00
Tai Kee Won Ton,San Jose,,3,10,30,14,30
Tai Kee Won Ton,San Jose,,3,17,00,21,00
Tai Kee Won Ton,San Jose,,4,10,30,14,30
Tai Kee Won Ton,San Jose,,4,17,00,21,00
Tai Kee Won Ton,San Jose,,5,10,30,14,30
Tai Kee Won Ton,San Jose,,5,17,00,21,00
Tai Kee Won Ton,San Jose,,6,10,30,14,30
Tai Kee Won Ton,San Jose,,6,17,00,21,00
Taiwan Café,Boston,,0,11,00,01,00
Taiwan Café,Boston,,1,11,00,01,00
Taiwan Café,Boston,,2,11,00,01,00
Taiwan Café,Boston,,3,11,00,01,00
Taiwan Café,Boston,,4,11,00,01,00
Taiwan Café,Boston,,5,11,00,01,00
Taiwan Café,Boston,,6,11,00,01,00
Taj Agra,Belconnen,,0,17,30,22,00
Taj Agra,Belconnen,,1,12,00,14,00
Taj Agra,Belconnen,,1,17,30,22,00
Taj Agra,Belconnen,,2,12,00,14,00
Taj Agra,Belconnen,,2,17,30,22,00
Taj Agra,Belconnen,,3,12,00,14,00
Taj Agra,Belconnen,,3,17,30,22,00
Taj Agra,Belconnen,,4,12,00,14,00
Taj Agra,Belconnen,,4,17,30,22,00
Taj Agra,Belconnen,,5,17,30,22,00
Taj Agra,Belconnen,,6,17,30,22,00
Taj India,Birmingham,,0,11,00,14,00
Taj India,Birmingham,,0,17,00,22,00
Taj India,Birmingham,,1,11,00,14,00
Taj India,Birmingham,,1,17,00,22,00
Taj India,Birmingham,,2,11,00,14,00
Taj India,Birmingham,,2,17,00,22,00
Taj India,Birmingham,,3,11,00,14,00
Taj India,Birmingham,,3,17,00,22,00
Taj India,Birmingham,,4,11,00,14,00
Taj India,Birmingham,,4,17,00,22,00
Taj India,Birmingham,,5,11,30,14,30
Taj India,Birmingham,,5,17,00,22,00
Taj India,Birmingham,,6,11,30,14,30
Taj India,Birmingham,,6,17,00,21,00
Taka Japanese Cuisine,Perth,,0,11,00,21,00
Taka Japanese Cuisine,Perth,,1,11,00,21,00
Taka Japanese Cuisine,Perth,,2,11,00,21,00
Taka Japanese Cuisine,Perth,,3,11,00,21,00
Taka Japanese Cuisine,Perth,,4,11,00,21,30
Taka Japanese Cuisine,Perth,,5,11,00,21,00
Taka Japanese Cuisine,Perth,,6,11,00,17,30
Takai Sushi and Sake Bar,San Jose,,0,17,00,22,00
Takai Sushi and Sake Bar,San Jose,,1,17,00,22,00
Takai Sushi and Sake Bar,San Jose,,2,17,00,22,00
Takai Sushi and Sake Bar,San Jose,,3,17,00,22,00
Takai Sushi and Sake Bar,San Jose,,4,17,00,22,00
Takai Sushi and Sake Bar,San Jose,,5,17,00,22,00
Takoba,San Francisco,,0,17,00,22,00
Takoba,San Francisco,,1,17,00,22,00
Takoba,San Francisco,,2,17,00,22,00
Takoba,San Francisco,,3,17,00,22,00
Takoba,San Francisco,,4,17,00,22,00
Tallulah's,Seattle,,0,16,00,22,00
Tallulah's,Seattle,,1,16,00,22,00
Tallulah's,Seattle,,2,16,00,22,00
Tallulah's,Seattle,,3,16,00,22,00
Tallulah's,Seattle,,4,16,00,23,00
Tallulah's,Seattle,,5,09,00,23,00
Tallulah's,Seattle,,6,09,00,21,00
Tamaleria Nuevo Leon,Detroit,,0,09,00,18,00
Tamaleria Nuevo Leon,Detroit,,1,09,00,18,00
Tamaleria Nuevo Leon,Detroit,,2,09,00,18,00
Tamaleria Nuevo Leon,Detroit,,3,09,00,18,00
Tamaleria Nuevo Leon,Detroit,,4,09,00,18,00
Tamaleria Nuevo Leon,Detroit,,5,09,00,18,00
Tamaleria Nuevo Leon,Detroit,,6,09,00,18,00
Tamarind Hall,San Francisco,,0,11,30,14,30
Tamarind Hall,San Francisco,,0,17,00,22,00
Tamarind Hall,San Francisco,,1,11,30,14,30
Tamarind Hall,San Francisco,,1,17,00,22,00
Tamarind Hall,San Francisco,,2,11,30,14,30
Tamarind Hall,San Francisco,,2,17,00,22,00
Tamarind Hall,San Francisco,,3,11,30,14,30
Tamarind Hall,San Francisco,,3,17,00,23,00
Tamarind Hall,San Francisco,,4,11,30,14,30
Tamarind Hall,San Francisco,,4,17,00,00,00
Tamarind Hall,San Francisco,,5,11,30,00,00
Tamarind Hall,San Francisco,,6,11,30,22,00
Tamarind Tree,Seattle,,0,10,00,22,00
Tamarind Tree,Seattle,,1,10,00,22,00
Tamarind Tree,Seattle,,2,10,00,22,00
Tamarind Tree,Seattle,,3,10,00,22,00
Tamarind Tree,Seattle,,4,10,00,00,00
Tamarind Tree,Seattle,,5,10,00,00,00
Tamarind Tree,Seattle,,6,10,00,22,00
TamaYaki,Sydney,,0,11,00,02,30
TamaYaki,Sydney,,1,11,00,02,30
TamaYaki,Sydney,,2,11,00,02,30
TamaYaki,Sydney,,3,11,00,04,00
TamaYaki,Sydney,,4,11,00,04,00
TamaYaki,Sydney,,5,11,00,04,00
TamaYaki,Sydney,,6,11,00,02,30
Tamayo,Denver,,0,11,00,22,00
Tamayo,Denver,,1,11,00,22,00
Tamayo,Denver,,2,11,00,22,00
Tamayo,Denver,,3,11,00,22,00
Tamayo,Denver,,4,11,00,23,00
Tamayo,Denver,,5,10,30,23,00
Tamayo,Denver,,6,10,30,22,00
Tan Tan Restaurant,Houston,,0,11,00,23,00
Tan Tan Restaurant,Houston,,1,11,00,23,00
Tan Tan Restaurant,Houston,,2,11,00,23,00
Tan Tan Restaurant,Houston,,3,11,00,23,00
Tan Tan Restaurant,Houston,,4,11,00,00,00
Tan Tan Restaurant,Houston,,5,11,00,00,00
Tan Tan Restaurant,Houston,,6,11,00,23,00
Tandoori Grill,San Jose,,0,11,00,14,30
Tandoori Grill,San Jose,,0,16,30,22,00
Tandoori Grill,San Jose,,1,11,00,14,30
Tandoori Grill,San Jose,,1,16,30,22,00
Tandoori Grill,San Jose,,2,11,00,14,30
Tandoori Grill,San Jose,,2,16,30,22,00
Tandoori Grill,San Jose,,3,11,00,14,30
Tandoori Grill,San Jose,,3,16,30,22,00
Tandoori Grill,San Jose,,4,11,00,14,30
Tandoori Grill,San Jose,,4,16,30,22,00
Tandoori Grill,San Jose,,5,12,00,22,00
Tandoori Grill,San Jose,,6,12,00,21,00
Tango Restaurant & Lounge,Seattle,,0,16,30,23,00
Tango Restaurant & Lounge,Seattle,,1,16,30,23,00
Tango Restaurant & Lounge,Seattle,,2,16,30,23,00
Tango Restaurant & Lounge,Seattle,,3,16,30,23,00
Tango Restaurant & Lounge,Seattle,,4,16,30,00,00
Tango Restaurant & Lounge,Seattle,,5,16,30,00,00
Tango Restaurant & Lounge,Seattle,,6,16,30,23,00
Tank,Brisbane,,0,11,30,22,00
Tank,Brisbane,,1,11,30,22,00
Tank,Brisbane,,2,11,30,22,00
Tank,Brisbane,,3,11,30,22,00
Tank,Brisbane,,4,11,30,22,00
Tank,Brisbane,,5,17,30,22,00
Tanner Smiths,New York,,0,11,00,04,00
Tanner Smiths,New York,,1,11,00,04,00
Tanner Smiths,New York,,2,11,00,04,00
Tanner Smiths,New York,,3,11,00,04,00
Tanner Smiths,New York,,4,11,00,04,00
Tanner Smiths,New York,,5,10,30,04,00
Tanner Smiths,New York,,6,10,30,04,00
TAP at MGM Grand Detroit,Detroit,,0,07,00,00,00
TAP at MGM Grand Detroit,Detroit,,1,07,00,00,00
TAP at MGM Grand Detroit,Detroit,,2,07,00,00,00
TAP at MGM Grand Detroit,Detroit,,3,07,00,00,00
TAP at MGM Grand Detroit,Detroit,,4,07,00,01,00
TAP at MGM Grand Detroit,Detroit,,5,07,00,01,00
TAP at MGM Grand Detroit,Detroit,,6,07,00,00,00
Tapas Brindisa,London,,0,10,00,23,30
Tapas Brindisa,London,,1,10,00,23,30
Tapas Brindisa,London,,2,10,00,23,30
Tapas Brindisa,London,,3,10,00,23,30
Tapas Brindisa,London,,4,10,00,23,30
Tapas Brindisa,London,,5,09,00,23,30
Tapas Brindisa,London,,6,10,00,22,00
Tapas Tapas,Liverpool,,0,17,00,22,00
Tapas Tapas,Liverpool,,1,17,00,22,00
Tapas Tapas,Liverpool,,2,17,00,22,00
Tapas Tapas,Liverpool,,3,17,00,22,00
Tapas Tapas,Liverpool,,4,17,00,22,30
Tapas Tapas,Liverpool,,5,17,00,22,30
Tapester's Grill,Houston,,0,07,00,21,00
Tapester's Grill,Houston,,1,07,00,21,00
Tapester's Grill,Houston,,2,07,00,21,00
Tapester's Grill,Houston,,3,07,00,21,00
Tapester's Grill,Houston,,4,07,00,21,00
Tapester's Grill,Houston,,5,07,30,21,00
Tapester's Grill,Houston,,6,08,30,14,00
Taqueria Del Sol,Houston,,0,07,00,00,00
Taqueria Del Sol,Houston,,1,07,00,00,00
Taqueria Del Sol,Houston,,2,07,00,00,00
Taqueria Del Sol,Houston,,3,07,00,00,00
Taqueria Del Sol,Houston,,4,07,00,03,00
Taqueria Del Sol,Houston,,5,07,00,15,00
Taqueria Del Sol,Houston,,6,07,00,00,00
Taqueria Eduardo,San Jose,,0,09,00,22,00
Taqueria Eduardo,San Jose,,1,09,00,22,00
Taqueria Eduardo,San Jose,,2,09,00,22,00
Taqueria Eduardo,San Jose,,3,09,00,22,00
Taqueria Eduardo,San Jose,,4,09,00,22,00
Taqueria Eduardo,San Jose,,5,08,00,22,00
Taqueria Eduardo,San Jose,,6,08,00,22,00
Taqueria Eduardo,San Jose,,0,09,00,22,00
Taqueria Eduardo,San Jose,,1,09,00,22,00
Taqueria Eduardo,San Jose,,2,09,00,22,00
Taqueria Eduardo,San Jose,,3,09,00,22,00
Taqueria Eduardo,San Jose,,4,09,00,22,00
Taqueria Eduardo,San Jose,,5,08,00,22,00
Taqueria Eduardo,San Jose,,6,08,00,22,00
Taqueria El Buen Pastor,Las Vegas,,0,00,00,00,00
Taqueria El Buen Pastor,Las Vegas,,1,00,00,00,00
Taqueria El Buen Pastor,Las Vegas,,2,00,00,00,00
Taqueria El Buen Pastor,Las Vegas,,3,00,00,00,00
Taqueria El Buen Pastor,Las Vegas,,4,00,00,00,00
Taqueria El Buen Pastor,Las Vegas,,5,00,00,00,00
Taqueria El Buen Pastor,Las Vegas,,6,00,00,00,00
Taqueria El Coral,San Jose,,0,09,00,21,00
Taqueria El Coral,San Jose,,1,09,00,21,00
Taqueria El Coral,San Jose,,2,09,00,21,00
Taqueria El Coral,San Jose,,3,09,00,21,00
Taqueria El Coral,San Jose,,4,09,00,21,00
Taqueria El Coral,San Jose,,5,09,00,21,00
Taqueria El Coral,San Jose,,6,09,00,21,00
Taqueria El Ranchito,San Jose,,0,09,00,21,30
Taqueria El Ranchito,San Jose,,1,09,00,21,30
Taqueria El Ranchito,San Jose,,2,09,00,21,30
Taqueria El Ranchito,San Jose,,3,09,00,21,30
Taqueria El Ranchito,San Jose,,4,09,00,21,30
Taqueria El Ranchito,San Jose,,5,09,00,21,30
Taqueria El Ranchito,San Jose,,6,09,00,21,30
Taqueria Elena,Houston,,0,09,00,21,00
Taqueria Elena,Houston,,1,09,00,21,00
Taqueria Elena,Houston,,2,09,00,21,00
Taqueria Elena,Houston,,3,09,00,21,00
Taqueria Elena,Houston,,4,09,00,21,00
Taqueria Elena,Houston,,5,09,00,21,00
Taqueria Elena,Houston,,6,09,00,21,00
Taqueria Jalisco,Boston,,0,10,00,22,00
Taqueria Jalisco,Boston,,1,10,00,22,00
Taqueria Jalisco,Boston,,2,10,00,22,00
Taqueria Jalisco,Boston,,3,10,00,22,00
Taqueria Jalisco,Boston,,4,10,00,22,00
Taqueria Jalisco,Boston,,5,10,00,23,00
Taqueria Jalisco,Boston,,6,10,00,22,00
Taqueria La Familia,Denver,,0,08,00,21,00
Taqueria La Familia,Denver,,2,08,00,21,00
Taqueria La Familia,Denver,,3,08,00,21,00
Taqueria La Familia,Denver,,4,08,00,21,00
Taqueria La Familia,Denver,,5,08,00,21,00
Taqueria La Familia,Denver,,6,08,00,21,00
Taqueria La Hacienda,Phoenix,,0,08,30,00,00
Taqueria La Hacienda,Phoenix,,1,08,30,00,00
Taqueria La Hacienda,Phoenix,,2,08,30,00,00
Taqueria La Hacienda,Phoenix,,3,08,30,00,00
Taqueria La Hacienda,Phoenix,,4,08,30,02,00
Taqueria La Hacienda,Phoenix,,5,08,30,02,00
Taqueria La Hacienda,Phoenix,,6,08,30,00,00
Taqueria Lorena's,San Jose,,0,08,00,00,00
Taqueria Lorena's,San Jose,,1,08,00,00,00
Taqueria Lorena's,San Jose,,2,08,00,00,00
Taqueria Lorena's,San Jose,,3,08,00,00,00
Taqueria Lorena's,San Jose,,4,08,00,03,00
Taqueria Lorena's,San Jose,,5,07,00,03,00
Taqueria Lorena's,San Jose,,6,07,00,00,00
Taqueria Los Yaquis,Phoenix,,3,19,30,02,00
Taqueria Los Yaquis,Phoenix,,4,19,30,04,00
Taqueria Los Yaquis,Phoenix,,5,19,30,04,00
Taqueria Los Yaquis,Phoenix,,6,16,30,02,00
Taqueria Lupita's,Detroit,,0,09,00,22,00
Taqueria Lupita's,Detroit,,1,09,00,22,00
Taqueria Lupita's,Detroit,,2,09,00,22,00
Taqueria Lupita's,Detroit,,3,09,00,22,00
Taqueria Lupita's,Detroit,,4,09,00,23,00
Taqueria Lupita's,Detroit,,5,09,00,23,00
Taqueria Lupita's,Detroit,,6,09,00,23,00
Taqueria Mexico,Birmingham,,0,11,00,22,00
Taqueria Mexico,Birmingham,,1,11,00,22,00
Taqueria Mexico,Birmingham,,2,11,00,22,00
Taqueria Mexico,Birmingham,,3,11,00,22,00
Taqueria Mexico,Birmingham,,4,11,00,22,00
Taqueria Mexico,Birmingham,,5,11,00,22,00
Taqueria Mexico,Birmingham,,6,11,00,22,00
Taqueria Mi Pueblo,Detroit,,0,10,30,22,00
Taqueria Mi Pueblo,Detroit,,1,10,30,22,00
Taqueria Mi Pueblo,Detroit,,2,10,30,22,00
Taqueria Mi Pueblo,Detroit,,3,10,30,22,00
Taqueria Mi Pueblo,Detroit,,4,10,30,23,00
Taqueria Mi Pueblo,Detroit,,5,10,30,23,00
Taqueria Mi Pueblo,Detroit,,6,10,30,22,00
Taqueria Nuestra Familia,Detroit,,0,08,00,23,00
Taqueria Nuestra Familia,Detroit,,1,08,00,23,00
Taqueria Nuestra Familia,Detroit,,2,08,00,23,00
Taqueria Nuestra Familia,Detroit,,3,08,00,23,00
Taqueria Nuestra Familia,Detroit,,4,08,00,00,00
Taqueria Nuestra Familia,Detroit,,5,08,00,00,00
Taqueria Nuestra Familia,Detroit,,6,08,00,23,00
Taqueria Santa Fe,East Elmhurst,,0,11,00,00,00
Taqueria Santa Fe,East Elmhurst,,1,11,00,00,00
Taqueria Santa Fe,East Elmhurst,,2,11,00,00,00
Taqueria Santa Fe,East Elmhurst,,3,11,00,00,00
Taqueria Santa Fe,East Elmhurst,,4,11,00,00,00
Taqueria Santa Fe,East Elmhurst,,5,11,00,00,00
Taqueria Santa Fe,East Elmhurst,,6,11,00,00,00
Taqueria Tafoya,Birmingham,,0,10,00,19,00
Taqueria Tafoya,Birmingham,,1,10,00,19,00
Taqueria Tafoya,Birmingham,,2,10,00,19,00
Taqueria Tafoya,Birmingham,,3,10,00,19,00
Taqueria Tafoya,Birmingham,,4,10,00,19,30
Taqueria Tafoya,Birmingham,,5,09,00,19,30
Taqueria Tlaquepaque,San Jose,,1,10,00,20,00
Taqueria Tlaquepaque,San Jose,,2,10,00,20,00
Taqueria Tlaquepaque,San Jose,,3,10,00,20,00
Taqueria Tlaquepaque,San Jose,,4,10,00,21,00
Taqueria Tlaquepaque,San Jose,,5,10,00,21,00
Taqueria Tlaquepaque,San Jose,,6,10,00,20,00
Taqueria Valente,Detroit,,4,09,00,21,00
Taqueria Valente,Detroit,,5,09,00,21,00
Taqueria Valente,Detroit,,6,09,00,21,00
Taquerias El Chino,Phoenix,,0,09,00,20,00
Taquerias El Chino,Phoenix,,1,09,00,20,00
Taquerias El Chino,Phoenix,,2,09,00,20,00
Taquerias El Chino,Phoenix,,3,09,00,20,00
Taquerias El Chino,Phoenix,,4,09,00,20,00
Taquerias El Chino,Phoenix,,5,09,00,20,00
Taquerias El Chino,Phoenix,,6,09,00,20,00
Taquería El Trompito,Denver,,0,10,00,22,00
Taquería El Trompito,Denver,,1,10,00,22,00
Taquería El Trompito,Denver,,2,10,00,22,00
Taquería El Trompito,Denver,,3,10,00,22,00
Taquería El Trompito,Denver,,4,10,00,00,00
Taquería El Trompito,Denver,,5,08,00,00,00
Taquería El Trompito,Denver,,6,08,00,22,00
Tarantino,Glasgow,,1,17,00,22,00
Tarantino,Glasgow,,2,17,00,22,00
Tarantino,Glasgow,,3,12,00,14,30
Tarantino,Glasgow,,3,17,00,22,00
Tarantino,Glasgow,,4,12,00,14,30
Tarantino,Glasgow,,4,17,00,22,00
Tarantino,Glasgow,,5,12,00,16,00
Tarantino,Glasgow,,5,17,00,22,00
Tarantino,Glasgow,,6,17,00,22,00
Tarasco's New Latino Cuisine,Denver,,0,09,00,22,00
Tarasco's New Latino Cuisine,Denver,,1,09,00,22,00
Tarasco's New Latino Cuisine,Denver,,2,09,00,22,00
Tarasco's New Latino Cuisine,Denver,,3,09,00,22,00
Tarasco's New Latino Cuisine,Denver,,4,09,00,22,00
Tarasco's New Latino Cuisine,Denver,,5,09,00,22,00
Tarasco's New Latino Cuisine,Denver,,6,09,00,22,00
Tarbell's,Phoenix,,0,17,00,22,00
Tarbell's,Phoenix,,1,17,00,22,00
Tarbell's,Phoenix,,2,17,00,22,00
Tarbell's,Phoenix,,3,17,00,22,00
Tarbell's,Phoenix,,4,17,00,22,00
Tarbell's,Phoenix,,5,17,00,22,00
Tarbell's,Phoenix,,6,17,00,21,00
Tarbell's The Tavern,Phoenix,,0,12,00,21,00
Tarbell's The Tavern,Phoenix,,1,12,00,21,00
Tarbell's The Tavern,Phoenix,,2,12,00,21,00
Tarbell's The Tavern,Phoenix,,3,12,00,21,00
Tarbell's The Tavern,Phoenix,,4,12,00,21,00
Tarbell's The Tavern,Phoenix,,5,16,00,21,00
Tarboosh,Boston,,0,12,00,01,00
Tarboosh,Boston,,1,12,00,01,00
Tarboosh,Boston,,2,12,00,01,00
Tarboosh,Boston,,3,12,00,01,00
Tarboosh,Boston,,4,12,00,01,00
Tarboosh,Boston,,5,12,00,01,00
Tarboosh,Boston,,6,12,00,00,00
Tartine Cafe,Perth,,0,06,00,03,30
Tartine Cafe,Perth,,1,06,00,03,30
Tartine Cafe,Perth,,2,06,00,03,30
Tartine Cafe,Perth,,3,06,00,03,30
Tartine Cafe,Perth,,4,06,00,03,30
Tartine Cafe,Perth,,0,06,30,15,00
Tartine Cafe,Perth,,1,06,30,15,00
Tartine Cafe,Perth,,2,06,30,15,00
Tartine Cafe,Perth,,3,06,30,15,00
Tartine Cafe,Perth,,4,06,30,15,00
Tarts,Perth,,0,07,00,22,00
Tarts,Perth,,1,07,00,22,00
Tarts,Perth,,2,07,00,22,00
Tarts,Perth,,3,07,00,22,00
Tarts,Perth,,4,07,00,22,00
Tarts,Perth,,5,07,00,22,00
Tarts,Perth,,6,07,00,22,00
Tartufo,Washington,,0,11,00,22,00
Tartufo,Washington,,1,11,00,22,00
Tartufo,Washington,,2,11,00,22,00
Tartufo,Washington,,3,11,00,22,00
Tartufo,Washington,,4,11,00,22,30
Tartufo,Washington,,5,11,00,22,30
Tartufo,Washington,,6,11,00,21,00
Tas Pide,London,,0,00,00,23,30
Tas Pide,London,,1,00,00,23,30
Tas Pide,London,,2,00,00,23,30
Tas Pide,London,,3,00,00,23,30
Tas Pide,London,,4,00,00,23,30
Tas Pide,London,,5,00,00,23,30
Tas Pide,London,,6,00,00,22,30
Tas Restaurant,London,,0,12,00,23,30
Tas Restaurant,London,,1,12,00,23,30
Tas Restaurant,London,,2,12,00,23,30
Tas Restaurant,London,,3,12,00,23,30
Tas Restaurant,London,,4,12,00,23,30
Tas Restaurant,London,,5,12,00,23,30
Taste Baguette,Sydney,,0,07,00,18,00
Taste Baguette,Sydney,,1,07,00,18,00
Taste Baguette,Sydney,,2,07,00,18,00
Taste Baguette,Sydney,,3,07,00,18,00
Taste Baguette,Sydney,,4,07,00,18,00
Taste Baguette,Sydney,,5,07,00,00,00
Taste Baguette,Sydney,,6,07,00,00,00
Taste Of Siam,London,,0,12,00,23,00
Taste Of Siam,London,,1,12,00,23,00
Taste Of Siam,London,,2,12,00,23,00
Taste Of Siam,London,,3,12,00,23,00
Taste Of Siam,London,,4,12,00,23,00
Taste Of Siam,London,,5,12,00,23,00
Taste Of Siam,London,,6,12,00,23,00
Taste Of The Caribbean,Seattle,,1,11,00,21,00
Taste Of The Caribbean,Seattle,,2,11,00,21,00
Taste Of The Caribbean,Seattle,,3,11,00,21,00
Taste Of The Caribbean,Seattle,,4,11,00,21,00
Taste Of The Caribbean,Seattle,,5,11,00,21,00
Taste Of The Caribbean,Seattle,,6,16,00,21,00
Tasteebytes SJ,San Jose,,0,10,00,22,00
Tasteebytes SJ,San Jose,,1,11,00,22,00
Tasteebytes SJ,San Jose,,2,11,00,22,00
Tasteebytes SJ,San Jose,,3,11,00,22,00
Tasteebytes SJ,San Jose,,4,11,00,22,00
Tasteebytes SJ,San Jose,,5,11,00,22,00
Tasteebytes SJ,San Jose,,6,11,00,22,00
Tasting China,Canberra,,0,11,30,14,30
Tasting China,Canberra,,0,17,30,22,00
Tasting China,Canberra,,1,11,30,14,30
Tasting China,Canberra,,1,17,30,22,00
Tasting China,Canberra,,2,11,30,14,30
Tasting China,Canberra,,2,17,30,22,00
Tasting China,Canberra,,3,11,30,14,30
Tasting China,Canberra,,3,17,30,22,00
Tasting China,Canberra,,4,11,30,14,30
Tasting China,Canberra,,4,17,30,22,00
Tasting China,Canberra,,5,11,30,14,30
Tasting China,Canberra,,5,17,30,22,00
Tasting China,Canberra,,6,11,30,14,30
Tasting China,Canberra,,6,17,30,22,00
Tasty BBQ Kitchen,Las Vegas,,0,17,00,01,00
Tasty BBQ Kitchen,Las Vegas,,2,17,00,01,00
Tasty BBQ Kitchen,Las Vegas,,3,17,00,01,00
Tasty BBQ Kitchen,Las Vegas,,4,17,00,01,00
Tasty BBQ Kitchen,Las Vegas,,5,17,00,01,00
Tasty BBQ Kitchen,Las Vegas,,6,17,00,01,00
Tasty Burger,Boston,,0,11,00,02,00
Tasty Burger,Boston,,1,11,00,02,00
Tasty Burger,Boston,,2,11,00,02,00
Tasty Burger,Boston,,3,11,00,02,00
Tasty Burger,Boston,,4,11,00,02,00
Tasty Burger,Boston,,5,11,00,02,00
Tasty Burger,Boston,,6,11,00,02,00
Tasty Burger,Boston,,0,11,00,02,00
Tasty Burger,Boston,,1,11,00,02,00
Tasty Burger,Boston,,2,11,00,02,00
Tasty Burger,Boston,,3,11,00,02,00
Tasty Burger,Boston,,4,11,00,02,00
Tasty Burger,Boston,,5,11,00,02,00
Tasty Burger,Boston,,6,11,00,02,00
Tasty Hand-Pulled Noodles,New York,,0,10,30,22,30
Tasty Hand-Pulled Noodles,New York,,1,10,30,22,30
Tasty Hand-Pulled Noodles,New York,,2,10,30,22,30
Tasty Hand-Pulled Noodles,New York,,3,10,30,22,30
Tasty Hand-Pulled Noodles,New York,,4,10,30,22,30
Tasty Hand-Pulled Noodles,New York,,5,10,30,22,30
Tasty Hand-Pulled Noodles,New York,,6,10,30,22,30
Tasty Pot,San Jose,,0,11,00,15,00
Tasty Pot,San Jose,,0,17,00,21,30
Tasty Pot,San Jose,,1,11,00,15,00
Tasty Pot,San Jose,,1,17,00,21,30
Tasty Pot,San Jose,,2,11,00,15,00
Tasty Pot,San Jose,,2,17,00,21,30
Tasty Pot,San Jose,,3,11,00,15,00
Tasty Pot,San Jose,,3,17,00,21,30
Tasty Pot,San Jose,,4,11,00,15,00
Tasty Pot,San Jose,,4,17,00,22,00
Tasty Pot,San Jose,,5,11,00,15,00
Tasty Pot,San Jose,,5,17,00,22,00
Tasty Pot,San Jose,,6,11,00,15,00
Tasty Pot,San Jose,,6,17,00,22,00
Tat's Delicatessen,Seattle,,0,08,00,15,00
Tat's Delicatessen,Seattle,,1,08,00,15,00
Tat's Delicatessen,Seattle,,2,08,00,15,00
Tat's Delicatessen,Seattle,,3,08,00,15,00
Tat's Delicatessen,Seattle,,4,08,00,15,00
Tat's Delicatessen,Seattle,,5,11,00,17,30
Tatte Bakery & Cafe,Boston,,0,07,00,20,00
Tatte Bakery & Cafe,Boston,,1,07,00,20,00
Tatte Bakery & Cafe,Boston,,2,07,00,20,00
Tatte Bakery & Cafe,Boston,,3,07,00,20,00
Tatte Bakery & Cafe,Boston,,4,07,00,20,00
Tatte Bakery & Cafe,Boston,,5,08,00,20,00
Tatte Bakery & Cafe,Boston,,6,08,00,19,00
Taurinus Brazilian Steak House,San Jose,,0,11,30,14,00
